Species	Symbol	Ensembl	Family	Protein	Entrez_ID
Caenorhabditis_elegans	nhr-91	WBGene00003681	GCNF-like	Y15E3A.1a.2;Y15E3A.1a.3;Y15E3A.1a.1;Y15E3A.1b.1;	181621
Caenorhabditis_elegans	die-1	WBGene00000995	zf-C2H2	C18D1.1a.2;C18D1.1b.1;C18D1.1a.1;C18D1.1b.2;	174569
Caenorhabditis_elegans	pax-2	WBGene00003938	PAX	K06B9.5b.1;K06B9.5a.1;	187062
Caenorhabditis_elegans	hmg-1.2	WBGene00001972	HMG	F47D12.4a.1;F47D12.4a.2;F47D12.4c.2;F47D12.4c.1;F47D12.4b.1;	175890
Caenorhabditis_elegans	nhr-118	WBGene00003708	ESR-like	F13A2.8.1;	184398
Caenorhabditis_elegans	hlh-29	WBGene00001968	bHLH	F31A3.4.1;	185136
Caenorhabditis_elegans	syd-9	WBGene00044068	zf-C2H2	ZK867.1d.1;ZK867.1c.1;	180985
Caenorhabditis_elegans	T27A8.2	WBGene00012074	Fork_head	T27A8.2.1;	188967
Caenorhabditis_elegans	nhr-93	WBGene00003683	RXR-like	T24A6.9c.1;T24A6.9a.1;T24A6.9b.1;	13212318
Caenorhabditis_elegans	ceh-34	WBGene00000455	Homeobox	C10G8.6.1;	178919
Caenorhabditis_elegans	ceh-2	WBGene00000429	Homeobox	C27A12.5.1;	191615
Caenorhabditis_elegans	hizr-1	WBGene00013976	RXR-like	ZK455.6.1;	191322
Caenorhabditis_elegans	lsy-27	WBGene00009834	zf-C2H2	F47H4.1a.1;	180149
Caenorhabditis_elegans	hlh-16	WBGene00001960	bHLH	DY3.3.1;	183973
Caenorhabditis_elegans	let-381	WBGene00002601	Fork_head	F26B1.7.1;	172331
Caenorhabditis_elegans	ceh-20	WBGene00000443	Homeobox	F31E3.1.1;	3565545
Caenorhabditis_elegans	snai-1	WBGene00019299	zf-C2H2	K02D7.2.1;	186874
Caenorhabditis_elegans	jun-1	WBGene00012005	TF_bZIP	T24H10.7c.1;T24H10.7d.1;T24H10.7g.1;T24H10.7f.1;T24H10.7h.1;T24H10.7a.1;T24H10.7e.1;T24H10.7b.1;T24H10.7i.1;	174452
Caenorhabditis_elegans	nhr-268	WBGene00010601	RXR-like	K06B4.6.1;K06B4.6.2;	187054
Caenorhabditis_elegans	Y87G2A.19	WBGene00044260	zf-LITAF-like	Y87G2A.19.1;Y87G2A.19.2;	3565150
Caenorhabditis_elegans	pes-1	WBGene00003976	Fork_head	T28H11.4a.1;T28H11.4b.1;	177267
Caenorhabditis_elegans	hlh-25	WBGene00001964	bHLH	C17C3.7.1;	182717
Caenorhabditis_elegans	efl-1	WBGene00001161	E2F	Y102A5C.18.1;	180133
Caenorhabditis_elegans	nhr-124	WBGene00003714	RXR-like	C17E7.8b.1;C17E7.8a.1;	182733
Caenorhabditis_elegans	hlh-31	WBGene00009540	bHLH	F38C2.8.1;	3565632
Caenorhabditis_elegans	fkh-10	WBGene00001442	Fork_head	C25A1.2.1;C25A1.2.2;	182874
Caenorhabditis_elegans	nhr-114	WBGene00003704	RXR-like	Y45G5AM.1d.1;Y45G5AM.1a.1;Y45G5AM.1a.2;	178821
Caenorhabditis_elegans	egl-43	WBGene00001207	zf-C2H2	R53.3a.1;R53.3b.1;	174552
Caenorhabditis_elegans	ceh-90	WBGene00010995	Homeobox	R03E1.4b.1;R03E1.4a.1;	3565071
Caenorhabditis_elegans	elt-3	WBGene00001251	zf-GATA	K02B9.4d.1;K02B9.4c.1;K02B9.4a.1;K02B9.4b.1;	181503
Caenorhabditis_elegans	lin-48	WBGene00003033	zf-C2H2	F34D10.5.1;	175485
Caenorhabditis_elegans	mxl-3	WBGene00003511	bHLH	F46G10.6.1;	181457
Caenorhabditis_elegans	sem-2	WBGene00004771	HMG	C32E12.5.2;C32E12.5.1;	172162
Caenorhabditis_elegans	Y111B2A.10	WBGene00013734	zf-C2H2	Y111B2A.10b.1;Y111B2A.10a.1;	176678
Caenorhabditis_elegans	F36G3.3	WBGene00009484	zf-LITAF-like	F36G3.3.1;	3565543
Caenorhabditis_elegans	nhr-172	WBGene00016927	GCNF-like	C54F6.9.1;	183808
Caenorhabditis_elegans	F33H1.4	WBGene00009365	zf-BED	F33H1.4.1;F33H1.4.2;	174580
Caenorhabditis_elegans	tbx-41	WBGene00006560	T-box	T26C11.1a.1;	188917
Caenorhabditis_elegans	Y37D8A.6	WBGene00012548	zf-LITAF-like	Y37D8A.6.1;	189614
Caenorhabditis_elegans	egl-44	WBGene00001208	TEA	F28B12.2c.1;F28B12.2i.1;F28B12.2g.1;F28B12.2a.1;F28B12.2d.1;F28B12.2b.1;F28B12.2h.1;F28B12.2k.1;F28B12.2j.1;F28B12.2f.1;	174005
Caenorhabditis_elegans	mls-1	WBGene00003376	T-box	H14A12.4.1;	186741
Caenorhabditis_elegans	nhr-69	WBGene00003659	RXR-like	T23H4.2.1;	172840
Caenorhabditis_elegans	alr-1	WBGene00044330	Homeobox	R08B4.2.1;	181302
Caenorhabditis_elegans	nhr-31	WBGene00003625	RXR-like	C26B2.3c.1;C26B2.3a.1;C26B2.3a.2;	177601
Caenorhabditis_elegans	sta-1	WBGene00013111	STAT	Y51H4A.17a.1;Y51H4A.17c.1;Y51H4A.17b.1;	178465
Caenorhabditis_elegans	ceh-86	WBGene00018355	Homeobox	F42G2.6.1;	173597
Caenorhabditis_elegans	egl-13	WBGene00001182	HMG	T22B7.1e.1;T22B7.1f.1;T22B7.1f.3;T22B7.1d.1;T22B7.1f.2;T22B7.1a.1;T22B7.1c.1;T22B7.1a.2;T22B7.1b.1;	180833
Caenorhabditis_elegans	nfyb-1	WBGene00021132	NF-YB	W10D9.4b.1;W10D9.4a.1;	173435
Caenorhabditis_elegans	daf-16	WBGene00000912	Fork_head	R13H8.1b.2;R13H8.1m.1;R13H8.1a.1;R13H8.1l.1;R13H8.1c.1;R13H8.1d.1;R13H8.1f.1;R13H8.1b.1;R13H8.1c.2;R13H8.1g.1;R13H8.1h.1;R13H8.1i.1;R13H8.1k.1;	172981
Caenorhabditis_elegans	ceh-53	WBGene00015651	Homeobox	C09G12.1.1;	182467
Caenorhabditis_elegans	egl-38	WBGene00001204	PAX	C04G2.7.1;	177876
Caenorhabditis_elegans	pax-1	WBGene00003937	PAX	K07C11.1.1;	187105
Caenorhabditis_elegans	him-17	WBGene00001874	THAP	T09E8.2.1;	179800
Caenorhabditis_elegans	ztf-11	WBGene00009939	zf-C2HC	F52F12.6a.1;F52F12.6b.1;	172845
Caenorhabditis_elegans	egl-46	WBGene00001210	zf-C2H2	K11G9.4.1;	179058
Caenorhabditis_elegans	hlh-28	WBGene00001967	bHLH	F31A3.2.1;	185134
Caenorhabditis_elegans	ets-9	WBGene00016865	ETS	C52B9.2a.1;C52B9.2b.1;C52B9.2b.2;	180702
Caenorhabditis_elegans	hlh-13	WBGene00001957	bHLH	F48D6.3.1;	185980
Caenorhabditis_elegans	nhr-46	WBGene00003636	ESR-like	C45E5.6b.1;C45E5.6c.1;C45E5.6c.4;C45E5.6a.1;C45E5.6a.2;C45E5.6c.2;C45E5.6c.5;C45E5.6d.2;C45E5.6d.1;C45E5.6c.3;	177350
Caenorhabditis_elegans	mec-3	WBGene00003167	Homeobox	F01D4.6a.1;F01D4.6d.1;F01D4.6c.1;	177938
Caenorhabditis_elegans	duxl-1	WBGene00022554	Homeobox	ZC204.2.1;	173537
Caenorhabditis_elegans	nhr-80	WBGene00003670	RXR-like	H10E21.3a.1;H10E21.3b.1;	175167
Caenorhabditis_elegans	hlh-30	WBGene00020930	bHLH	W02C12.3d.1;W02C12.3i.1;W02C12.3j.1;W02C12.3g.2;W02C12.3a.2;W02C12.3c.1;W02C12.3e.1;W02C12.3a.1;W02C12.3f.1;W02C12.3g.3;W02C12.3h.2;W02C12.3g.1;W02C12.3a.3;W02C12.3b.1;W02C12.3h.1;	177157
Caenorhabditis_elegans	cey-2	WBGene00000473	CSD	F46F11.2.1;	172219
Caenorhabditis_elegans	nhr-242	WBGene00022097	RXR-like	Y69A2AR.26.1;	190547
Caenorhabditis_elegans	lim-6	WBGene00002988	Homeobox	K03E6.1b.1;K03E6.1a.1;	180459
Caenorhabditis_elegans	tbx-39	WBGene00006558	T-box	Y73F8A.16.1;	190678
Caenorhabditis_elegans	bed-2	WBGene00012943	zf-BED	Y47D3B.9.1;	176576
Caenorhabditis_elegans	sem-4	WBGene00004773	zf-C2H2	F15C11.1.1;	172435
Caenorhabditis_elegans	tbx-35	WBGene00006554	T-box	ZK177.10.1;	191239
Caenorhabditis_elegans	hlh-2	WBGene00001949	bHLH	M05B5.5a.1;	172458
Caenorhabditis_elegans	ctbp-1	WBGene00006424	THAP	F49E10.5a.1;	180853
Caenorhabditis_elegans	nhr-88	WBGene00003678	RXR-like	K08A2.5a.1;K08A2.5c.1;K08A2.5c.2;K08A2.5a.2;	173641
Caenorhabditis_elegans	nhr-152	WBGene00015705	RXR-like	C12D5.2a.1;	182533
Caenorhabditis_elegans	dmd-9	WBGene00022060	DM	Y67D8A.3.1;	190512
Caenorhabditis_elegans	dmd-8	WBGene00020708	DM	T22H9.4.2;T22H9.4.1;	188771
Caenorhabditis_elegans	unc-39	WBGene00006775	Homeobox	F56A12.1.1;	191623
Caenorhabditis_elegans	tbx-31	WBGene00006550	T-box	C36C9.2.1;	183272
Caenorhabditis_elegans	nhr-6	WBGene00003605	NGFIB-like	C48D5.1a.1;C48D5.1b.2;C48D5.1b.3;C48D5.1b.1;	175462
Caenorhabditis_elegans	ceh-16	WBGene00000439	Homeobox	C13G5.1.1;C13G5.1.2;	191618
Caenorhabditis_elegans	Y48G8AL.10	WBGene00021689	zf-C2H2	Y48G8AL.10a.1;Y48G8AL.10d.1;Y48G8AL.10c.1;Y48G8AL.10b.1;	3565634
Caenorhabditis_elegans	elt-7	WBGene00015981	zf-GATA	C18G1.2a.1;C18G1.2b.1;	178868
Caenorhabditis_elegans	nhr-209	WBGene00011100	RXR-like	R07B7.16.1;	187663
Caenorhabditis_elegans	nhr-254	WBGene00022640	RXR-like	ZK6.5.1;	191206
Caenorhabditis_elegans	ceh-7	WBGene00000432	Homeobox	C34C6.8.1;	174391
Caenorhabditis_elegans	C27A12.2	WBGene00016154	zf-C2H2	C27A12.2.1;	172281
Caenorhabditis_elegans	sptf-1	WBGene00009743	zf-C2H2	F45H11.1b.1;F45H11.1a.1;	172909
Caenorhabditis_elegans	pop-1	WBGene00004077	HMG	W10C8.2.1;	171849
Caenorhabditis_elegans	gfl-1	WBGene00001585	Others		187434
Caenorhabditis_elegans	phb-1	WBGene00004014	Others		171768
Caenorhabditis_elegans	xpa-1	WBGene00006963	Others		187120
Caenorhabditis_elegans	C01F6.9	WBGene00007223	Others		177731
Caenorhabditis_elegans	F23B12.7	WBGene00009084	Others		179947
Caenorhabditis_elegans	ndk-1	WBGene00009119	Others		172939
Caenorhabditis_elegans	sec-12	WBGene00010496	Others		172641
Caenorhabditis_elegans	K07A12.1	WBGene00010620	Others		172669
Caenorhabditis_elegans	scrm-1	WBGene00011935	Others		173053
Caenorhabditis_elegans	Y37H9A.3	WBGene00012578	Others		173244
Caenorhabditis_elegans	Y116A8C.13	WBGene00013792	Others		190999
Caenorhabditis_elegans	ZK1067.2	WBGene00014208	Others		174463
Caenorhabditis_elegans	zgpa-1	WBGene00016383	Others		177568
Caenorhabditis_elegans	mafr-1	WBGene00016622	Others		172953
Caenorhabditis_elegans	K08D12.3	WBGene00019537	Others		176979
Caenorhabditis_elegans	fubl-4	WBGene00019692	Others		187350
Caenorhabditis_elegans	sup-46	WBGene00045383	Others		172881
Caenorhabditis_elegans	F40G9.17	WBGene00185078	Others		13188172
